Episode,Total_Reward,Avg_SINR,Avg_Detection_Rate_Episode,Steps,Epsilon
885,267.67164263886934,19.777605,100.0,8,0.5291800000002169
886,5.74548005401423,2.0,100.0,2,0.528990000000217
887,-32.86476304873846,-0.32315254,100.0,2,0.5288000000002171
888,5.018039818506608,0.5163517,100.0,2,0.5286100000002172
889,-45.09990481807857,-25.535936,100.0,1,0.5285150000002172
890,-65.66586243534177,-18.263758,0.0,1,0.5284200000002173
891,-34.09027124753785,1.1604948,50.0,2,0.5282300000002174
892,124.07126786633195,13.732043,100.0,5,0.5277550000002176
893,323.54431489593514,14.517105,100.0,12,0.5266150000002181
894,65.06612012318595,14.635636,100.0,3,0.5263300000002182
895,-64.45395183563232,-22.969301,0.0,1,0.5262350000002183
896,423.51009024640786,15.813673,100.0,14,0.5249050000002189
897,-59.13401300240307,-13.68726,0.0,1,0.5248100000002189
898,444.2410160385127,21.556374,80.0,15,0.5233850000002196
899,22.66689694870722,10.589803,100.0,3,0.5231000000002197
900,2.194290834905921,6.7767143,100.0,3,0.5228150000002199
901,127.9895731413891,8.133673,87.5,8,0.5220550000002202
902,394.8763849903043,15.806084,65.0,20,0.5201550000002211
903,1.3301629937532944,-3.3950584,100.0,3,0.5198700000002212
904,-67.0682218397618,-14.785364,100.0,2,0.5196800000002213
905,-35.82334807377289,-22.210861,100.0,1,0.5195850000002213
906,255.77214054057796,8.350629,100.0,13,0.5183500000002219
907,29.21823205891387,4.0179305,100.0,3,0.518065000000222
908,40.076225515645625,4.7681317,80.0,5,0.5175900000002223
909,207.81067229270445,14.771202,100.0,8,0.5168300000002226
910,362.8390593782715,17.293444,80.0,15,0.5154050000002233
911,4.744363642265185,3.7745876,60.0,5,0.5149300000002235
912,80.3958403996147,14.646466,80.0,5,0.5144550000002237
913,-16.95113786185627,-5.9538565,100.0,2,0.5142650000002238
914,-110.39353906375995,-13.945161,0.0,2,0.5140750000002239
915,252.71614260313942,14.913996,90.9090909090909,11,0.5130300000002244
916,-139.19244837770356,14.437884,10.0,10,0.5120800000002248
917,533.5256579270147,22.268562,84.21052631578947,19,0.5102750000002256
918,3.791013086752912,-1.2802038,100.0,2,0.5100850000002257
919,-3.907671862539992,-2.0853934,100.0,2,0.5098950000002258
920,-43.9423245069853,-24.480549,100.0,1,0.5098000000002259
921,15.911697342705466,5.1848507,100.0,2,0.5096100000002259
922,-55.90879371006123,-0.18277721,40.0,5,0.5091350000002262
923,-33.26389078837377,5.162831,42.857142857142854,7,0.5084700000002265
924,77.98707705521593,10.7894335,80.0,5,0.5079950000002267
925,153.141262708365,18.531683,100.0,5,0.5075200000002269
926,-42.84588363537396,-26.0,100.0,1,0.507425000000227
927,304.2243302396055,18.954884,90.9090909090909,11,0.5063800000002274
928,636.3982426758913,18.719957,95.0,20,0.5044800000002283
929,190.19604946256786,16.1766,100.0,8,0.5037200000002287
930,111.91526262124957,18.323387,100.0,4,0.5033400000002288
931,969.6996523553545,19.49909,90.32258064516128,31,0.5003950000002302
932,19.51105126990948,9.474697,100.0,3,0.5001100000002303
933,215.70773742082758,10.938533,100.0,10,0.49916000000023025
934,-33.160590139197296,-20.108547,100.0,1,0.49906500000023024
935,17.455751475222637,5.751303,100.0,2,0.4988750000002302
936,49.825978125575624,10.111395,100.0,3,0.4985900000002302
937,68.77711281683074,14.00938,100.0,3,0.49830500000023015
938,-62.25766705748329,-14.215249,100.0,1,0.49821000000023014
939,45.024699924493866,13.438838,60.0,5,0.4977350000002301
940,520.4157855536803,21.704256,100.0,15,0.4963100000002299
941,10.505177483981306,13.360894,25.0,4,0.49593000000022985
942,139.89030107404466,16.954601,100.0,5,0.4954550000002298
943,-30.71071780317139,-0.69031787,75.0,4,0.49507500000022975
944,122.14351033755904,18.940842,100.0,4,0.4946950000002297
945,482.1127341695638,16.304605,100.0,16,0.4931750000002295
946,640.8082439397214,23.344076,88.88888888888889,18,0.4914650000002293
947,185.09218765913698,21.93827,77.77777777777779,9,0.4906100000002292
948,0.5114905722750578,-1.4867716,100.0,2,0.4904200000002292
949,26.51855468769542,2.9689147,100.0,3,0.49013500000022914
950,206.47541216716877,11.53484,90.9090909090909,11,0.489090000000229
951,-61.89523558127798,-15.997882,0.0,1,0.488995000000229
952,673.2917419018379,17.919186,95.45454545454545,22,0.48690500000022874
953,255.27864403828931,18.0071,100.0,8,0.48614500000022864
954,-81.11742370426498,-26.0,100.0,1,0.48605000000022863
955,13.551894582147185,1.1960367,100.0,3,0.4857650000002286
956,48.63937751819281,1.875153,100.0,5,0.48529000000022854
957,66.83556603616466,9.568546,100.0,4,0.4849100000002285
958,-37.29390816827241,2.4674377,100.0,3,0.48462500000022846
959,-28.23544642563932,-16.020395,100.0,1,0.48453000000022844
960,878.8777713322874,25.648737,100.0,21,0.4825350000002282
961,23.238466190649596,1.9537582,100.0,3,0.48225000000022816
962,290.5071169779575,22.111237,100.0,8,0.48149000000022807
963,214.65394487387732,17.990583,100.0,7,0.480825000000228
964,162.9594987801749,12.621826,87.5,8,0.4800650000002279
965,-28.500925158002254,3.2631598,100.0,4,0.47968500000022785
966,114.74111352914022,17.289595,85.71428571428571,7,0.47902000000022776
967,64.10816806118243,8.981087,100.0,4,0.4786400000002277
968,203.56590807442078,17.205492,100.0,7,0.47797500000022763
969,-29.9969554222714,-3.0875893,100.0,3,0.4776900000002276
970,277.6839732176507,11.232171,92.3076923076923,13,0.47645500000022745
971,7.064391903137306,8.107081,100.0,3,0.4761700000002274
972,-60.65651636729197,-15.69166,100.0,1,0.4760750000002274
973,107.68953305185461,14.828602,66.66666666666666,6,0.47550500000022733
974,879.7086461819756,19.812956,93.10344827586206,29,0.472750000000227
975,155.03669299216273,19.556004,71.42857142857143,7,0.4720850000002269
976,20.972315899683025,12.047431,66.66666666666666,6,0.47151500000022684
977,81.35964948776348,10.8821945,100.0,4,0.4711350000002268
978,203.98835268411773,12.99208,100.0,8,0.4703750000002267
979,-65.2408332824707,-23.493889,100.0,1,0.4702800000002267
980,315.466360005985,17.946444,100.0,10,0.46933000000022657
981,25.220013883306237,13.830007,100.0,3,0.46904500000022653
982,-15.086368489636541,-6.1899424,100.0,2,0.4688550000002265
983,-77.56655994915914,-26.0,100.0,1,0.4687600000002265
984,-4.358051103533533,-2.7831984,100.0,2,0.46857000000022647
985,209.5794650634647,14.454048,100.0,8,0.4678100000002264
986,430.6804297991508,17.146051,93.33333333333333,15,0.4663850000002262
987,99.68278143639485,10.624795,100.0,5,0.46591000000022614
988,-38.70577145027758,-23.770653,100.0,1,0.46581500000022613
989,236.94888667320197,21.26331,87.5,8,0.46505500000022604
990,163.47076870587125,23.06212,66.66666666666666,6,0.46448500000022597
991,353.452265974807,16.45653,92.3076923076923,13,0.4632500000002258
992,354.14437857313175,15.056665,93.33333333333333,15,0.46182500000022564
993,10.55976477578307,10.754689,50.0,8,0.46106500000022554
994,-2.0731720824939757,-0.58570194,100.0,2,0.4608750000002255
995,410.5561380733992,16.379677,88.23529411764706,17,0.4592600000002253
996,56.143801960392196,12.582877,100.0,3,0.4589750000002253
997,22.33837092988196,10.206956,80.0,5,0.4585000000002252
998,282.0260391046405,11.746557,81.25,16,0.45698000000022504
999,-68.10558700561523,-25.403725,0.0,1,0.45688500000022503
1000,330.7025287310435,18.685389,100.0,10,0.4559350000002249
